Country,Year,Yearly Average Temperature,Nitrogen Oxide,Sulphur Dioxide,Carbon Monoxide,Organic Carbon,NMVOCs,Black Carbon,Ammonia
United Kingdom,2000,9.379666666666669,1833259.21,1214178.24,4369084.32,26442.01,1616375.88,26339.99,421781.55
United States,2000,9.64975,19789098.46,14703387.32,85205652.26,468112.09,15606780.69,228271.22,3388772.88
Uruguay,2000,17.75675,42397.64,31039.95,232434.65,6276.07,46656.08,2995.58,82694.41
Uzbekistan,2000,13.938833333333337,346518.67,766274.96,1040779.61,49413.9,157007.58,10099.18,49700.88
Venezuela,2000,25.3885,522246.85,611910.36,5707120.91,20206.95,1747022.29,11397.83,213657.91
Vietnam,2000,23.981916666666667,398307.53,309525.15,6882060.86,157752.76,1516100.73,46256.83,693992.62
Western Sahara,2000,23.02008333333333,405.99,63.8,1385.83,1258.77,1290.32,327.56,1615.14
Yemen,2000,27.436166666666665,109984.07,77992.78,484267.68,6080.74,495847.42,9816.24,58591.26
Zambia,2000,21.55875,29013.63,308280.28,1388559.71,47768.36,288277.21,13455.45,78155.54
Zimbabwe,2000,21.149,87632.17,99607.27,1357442.68,87795.1,245248.26,26697.3,108638.66
Afghanistan,2001,15.778083333333331,98452.28,3321.85,325589.66,32482.29,94423.95,9049.26,110906.93
Africa,2001,24.841166666666663,4896200.12,4946568.34,69994512.67,2487765.85,17236252.17,833609.45,5431406.07
Albania,2001,13.690416666666666,26680.14,26687.06,85580.24,5762.25,30144.46,1509.11,35563.69
Algeria,2001,24.72441666666667,246238.8,83231.85,790778.92,94582.1,686010.13,49104.58,83028.51
American Samoa,2001,27.22758333333333,610.99,749.1,2188.01,35.97,511.03,17.7,184.48
Angola,2001,22.502916666666668,50722.04,21402.19,1377608.4,49057.1,507363.2,16514.14,98181.04
Argentina,2001,15.370416666666666,743151.8,129975.32,2293828.53,53139.75,587885.41,34290.35,459685.67
Armenia,2001,10.443416666666668,10079.52,16377.77,46764.47,3124.39,28513.98,428.84,14576.76
Aruba,2001,28.630916666666668,2618.21,310232.46,21567.36,143.86,4244.64,108.69,241.98
Asia,2001,8.450916666666666,41237776.66,47832827.01,335523363.6,7043681.37,64074175.33,3419829.94,27441678.01
Australia,2001,21.79275,1382993.61,1403012.54,3884370.57,36520.82,1036072.55,23079.36,535953.03
Austria,2001,7.188916666666667,218739.5,32459.72,709870.12,19034.16,160891.47,6718.09,69669.79
Azerbaijan,2001,13.09725,79182.55,103968.52,153227.94,31845.92,105014.27,4537.96,53534.11
Bahamas,2001,25.58066666666667,15878.72,2553.82,74066.05,228.5,13477.2,99.86,1264.11
Bahrain,2001,27.431,41952.79,22967.36,214259.51,310.12,70656.6,603.45,1738.83
Bangladesh,2001,25.337,365680.24,82301.64,2364322.63,105497.92,676003.15,34547.05,821596.73
Barbados,2001,27.221833333333336,11021.88,1659.16,37530.62,272.75,8225.11,87.36,1759.52
Belarus,2001,7.09225,173951.18,152672.31,419382.24,20474.59,252138.32,6657.68,152438.73
Belgium,2001,10.543333333333331,356144.11,172903.19,874117.33,9646.5,207310.31,9108.65,102222.81
Belize,2001,25.52391666666667,7808.9,1167.49,34323.45,452.98,7048.77,104.43,1900.06
Benin,2001,27.675833333333333,18965.05,3291.61,451055.55,17780.95,108193.54,5058.38,39406.71
Bhutan,2001,12.42575,12888.14,3176.0,238798.52,1246.29,42733.1,353.03,40014.52
Bolivia,2001,21.23408333333333,55771.34,10341.89,373647.95,8521.62,97783.14,3240.67,86074.33
Botswana,2001,22.3505,30721.99,61543.83,235806.38,8903.58,49934.95,3103.84,23808.97
Brazil,2001,25.504416666666668,2448044.73,1590626.43,12804578.44,365340.34,3281807.22,143198.29,2347223.83
British Virgin Islands,2001,27.133166666666668,433.1,163.57,998.87,31.94,290.26,9.43,76.93
Bulgaria,2001,11.623833333333332,149603.08,822944.57,300261.69,10916.47,90776.78,3829.31,70322.63
Burkina Faso,2001,28.732166666666668,20317.46,7164.83,464414.63,46853.17,119457.79,12832.98,84458.43
Burundi,2001,20.51033333333333,13254.7,2401.21,639518.44,26537.72,121935.62,7198.83,34787.4
Cambodia,2001,27.245833333333334,93221.64,19719.49,1289970.93,32142.86,281686.35,8312.37,108925.7
Cameroon,2001,24.65191666666667,43685.75,15605.38,1166842.8,73050.46,266984.21,21475.3,110852.7
Canada,2001,-3.1000833333333326,2902567.36,2347180.25,9976207.87,86238.33,2634885.16,33597.6,483752.23
Cape Verde,2001,25.28558333333333,1304.9,1044.2,7228.45,1498.85,2655.23,520.9,2673.2
Cayman Islands,2001,27.30916666666667,2404.04,739.91,8053.86,41.0,1581.48,23.76,99.69
Central African Republic,2001,25.710166666666662,7002.68,1827.44,164498.64,14874.18,37310.75,4035.25,35935.97
Chad,2001,27.63525,13312.42,2421.86,457542.61,29225.49,102630.52,9045.32,67852.79
Chile,2001,9.819666666666668,252949.64,1876386.57,2309258.15,48457.31,407953.25,19089.77,159814.01
China,2001,7.596416666666666,16407375.27,22545408.39,195346183.1,2338704.39,23438469.55,1521786.55,10555752.39
Colombia,2001,25.411916666666663,348110.35,143268.78,2875190.04,49790.38,730325.87,19041.98,400876.01
Comoros,2001,26.41425,1228.84,560.43,19661.71,2299.61,5450.42,704.19,1996.69
Congo,2001,24.732916666666668,8817.19,2264.26,171728.15,4431.79,110854.12,2898.38,11872.61
Costa Rica,2001,26.11433333333333,43741.82,18183.03,407743.59,6181.07,90249.69,2532.74,37339.36
Croatia,2001,12.411,84703.24,58082.59,433091.55,18337.97,101424.04,3927.28,40031.22
Cuba,2001,25.856416666666664,198722.04,387635.28,837211.11,28979.29,219959.24,9267.57,85571.83
Cyprus,2001,20.01175,22805.0,44652.51,27765.62,675.26,18603.79,1171.94,8379.35
Denmark,2001,-17.06775,219387.28,29559.52,445848.0,8431.36,159346.52,4683.08,115767.06
Djibouti,2001,29.476916666666668,10195.45,1790.95,64581.11,3000.13,17088.84,949.76,4217.92
Dominica,2001,26.90216666666667,635.76,184.59,4286.25,64.38,5950.88,16.17,484.52
Dominican Republic,2001,26.340666666666667,177197.49,125634.1,831435.47,12721.96,180141.21,4667.21,62871.07
Ecuador,2001,22.236083333333337,161674.09,110860.52,995811.13,15095.49,279806.12,7757.39,126117.5
Egypt,2001,23.616333333333333,563894.94,445704.29,1521257.35,64484.68,645446.84,39769.49,382649.08
El Salvador,2001,25.49291666666667,59648.36,39450.37,496814.3,9344.54,99799.93,3054.77,40404.54
Equatorial Guinea,2001,25.20725,2905.4,859.04,46892.35,2553.59,28815.76,2226.62,2135.41
Eritrea,2001,27.41058333333333,11318.17,4462.02,155184.27,6084.61,40484.47,1964.07,24372.37
Estonia,2001,5.973,45219.08,90650.58,200155.34,8090.87,35747.58,2596.52,11299.69
Ethiopia,2001,23.6615,129994.73,28188.6,7749846.91,232555.19,1766569.22,65805.78,566925.72
Europe,2001,8.787083333333333,19248802.45,17895818.31,52833380.07,1050843.14,17250494.57,520236.5,6719250.17
Fiji,2001,25.751416666666668,16965.59,7106.63,17569.38,1539.25,9058.7,519.4,7496.19
Finland,2001,2.09525,250628.28,97250.37,568646.32,18695.05,161223.6,6682.11,51636.84
France,2001,13.6965,1690395.34,567938.37,5872355.09,92161.58,1666445.06,47571.85,782553.46
French Guiana,2001,26.35875,5278.99,975.54,18050.33,476.98,3892.3,135.0,683.53
French Polynesia,2001,26.619333333333334,7253.51,4616.54,6560.41,481.28,3451.24,214.26,906.59
Gabon,2001,24.513583333333333,16965.3,6781.37,201385.78,13506.03,102218.21,6868.62,9660.22
Gambia,2001,28.48975,2847.18,1536.06,51817.16,4973.73,13005.06,1446.26,5739.93
Georgia,2001,9.86175,20632.05,3587.72,229250.34,13110.9,72475.74,1685.77,35552.98
Germany,2001,9.090416666666666,1812946.29,611408.52,4578708.75,81732.29,1522766.42,49850.93,688381.75
Ghana,2001,27.27875,59173.28,33960.66,1354890.37,35643.6,290032.81,11340.99,82116.77
Greece,2001,15.931583333333334,419711.05,593216.17,834939.84,10926.69,265049.06,7273.48,70952.54
Greenland,2001,-17.596416666666666,11.04,2.45,3.13,0.0,280.17,0.0,85.94
Grenada,2001,27.507166666666667,1869.28,324.1,12416.76,174.27,2319.86,37.48,375.55
Guadeloupe,2001,27.14525,12201.09,3145.04,28716.99,571.28,7315.8,172.28,1937.03
Guam,2001,27.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,2001,23.58441666666667,126633.54,59848.06,1262012.31,63368.94,244199.49,16828.73,99733.6
Guinea,2001,26.2885,23706.52,7009.15,907259.37,17332.13,179722.48,8834.93,56142.74
Guyana,2001,26.577,17580.82,2829.16,58570.31,3213.99,15471.6,742.38,7223.24
Haiti,2001,27.01375,30736.3,4949.93,566604.15,19253.64,133903.72,5202.38,49400.58
Honduras,2001,25.154750000000003,81775.88,36738.55,779570.43,22519.72,160355.53,6706.96,48368.69
Hong Kong,2001,23.36791666666667,245749.27,90087.6,224649.06,4071.45,85046.44,9534.74,4459.78
Hungary,2001,10.52375,180375.99,346488.42,836494.41,15331.44,195159.4,5049.19,109422.01
Iceland,2001,2.3649166666666663,29580.81,12375.12,53031.38,301.04,7756.55,648.45,4964.82
India,2001,24.581916666666668,5453242.83,4640591.07,47563613.78,2131977.51,9495350.71,698121.51,7780919.44
Indonesia,2001,26.32975,1612419.19,1395143.09,16273549.77,670808.73,4851617.28,220489.72,1381619.74
Iran,2001,19.47383333333333,1471842.45,2879106.51,6518302.25,31712.46,2568725.19,75648.36,465325.67
Iraq,2001,23.51708333333333,554957.78,717427.2,2046352.1,14722.74,1137861.05,32434.84,106345.86
Ireland,2001,10.023083333333334,155928.49,142518.69,240323.68,4871.43,117808.87,3562.37,154754.89
Israel,2001,20.92975,279102.83,441463.83,368543.11,4175.47,167379.85,10135.56,24030.31
Italy,2001,13.95425,1421895.14,655832.22,4436128.56,36720.58,1461736.22,30508.69,502198.15
Jamaica,2001,26.703083333333336,102058.2,115886.47,773237.76,2189.65,145331.08,1206.06,17597.79
Japan,2001,12.45,3627458.03,797889.18,7707453.48,68234.76,1881742.47,107190.47,483526.68
Jordan,2001,20.730833333333333,84155.7,117154.7,182835.13,2020.99,86185.38,3635.69,12253.2
Kazakhstan,2001,6.813083333333334,576645.09,2322399.73,1668772.94,16892.85,294561.15,13664.76,35055.16
Kenya,2001,24.45833333333333,97197.2,45668.82,2976166.31,69723.87,766876.24,24707.08,244645.18
Kiribati,2001,27.39225,349.38,184.01,699.02,153.78,434.84,42.54,348.48
Kuwait,2001,26.654750000000003,159002.53,392380.5,368185.6,1515.56,593196.88,3388.94,11304.19
Kyrgyzstan,2001,4.781,46877.04,25624.59,407373.12,18857.03,109038.25,2167.55,13592.03
Laos,2001,24.155083333333334,48118.23,29474.45,356379.65,8245.76,77269.45,2309.15,70273.5
Latvia,2001,6.53925,45172.93,13988.86,254986.49,16956.96,50423.76,2615.79,19933.82
Lebanon,2001,19.06275,91824.73,108737.77,239472.13,2195.02,96482.06,784.66,17753.14
Lesotho,2001,14.333416666666666,3273.97,347.5,186656.99,7483.04,39626.72,1955.98,15343.65
Liberia,2001,26.153500000000005,8806.2,2756.23,395112.47,7721.09,76907.32,2778.6,18584.27
Libya,2001,23.41316666666667,223701.0,180222.17,1011077.9,6945.63,539698.29,14225.06,28039.98
Liechtenstein,2001,5.588416666666666,0.91,0.12,9.29,1.29,2.01,0.16,8.52
Lithuania,2001,7.120416666666666,50661.1,44229.35,179564.74,12023.38,60495.29,2171.63,27351.36
Luxembourg,2001,10.206583333333333,41411.02,3816.28,43875.46,834.07,15273.76,744.79,5388.25
Madagascar,2001,23.586916666666667,32624.21,12229.81,745485.73,60358.35,182182.1,17769.93,104861.31
Malawi,2001,21.99875,16267.27,7121.07,387252.41,42419.86,101464.66,12079.41,44251.78
Malaysia,2001,26.500083333333333,484443.72,240177.12,2768597.74,40265.67,1139904.93,28752.44,182834.39
Mali,2001,29.31083333333333,18543.33,6000.33,401926.27,45661.01,97711.74,12432.61,82171.31
Malta,2001,19.909666666666663,8712.76,25780.85,53484.68,54.09,3480.16,74.34,1769.67
Martinique,2001,26.90216666666667,13122.52,3042.91,30028.19,526.23,7704.51,164.63,1747.26
Mauritania,2001,28.878416666666663,28687.81,6533.65,189523.39,6786.63,47819.73,3011.52,32394.19
Mauritius,2001,24.4905,30258.45,19588.69,77610.76,4011.39,16912.86,1563.11,5512.13
Mexico,2001,21.133,1910590.13,2822985.28,10320258.74,162793.97,2365205.89,67722.4,812784.97
Moldova,2001,10.000833333333333,22037.0,8263.89,65638.01,11010.89,37462.15,1647.79,23837.08
Mongolia,2001,0.7503333333333334,112631.6,60256.39,396042.01,8023.19,28891.88,2691.23,104905.15
Montenegro,2001,11.23525,799.56,97.3,28468.68,1892.04,6520.19,510.53,1218.14
Montserrat,2001,27.204666666666668,365.79,93.13,757.33,7.2,171.05,3.34,116.66
Morocco,2001,19.23391666666667,192825.3,229569.92,522026.61,56831.52,198457.92,24429.34,105760.9
Mozambique,2001,24.25091666666667,29557.84,15069.67,1341223.15,20416.93,284583.0,6354.59,99263.63
Namibia,2001,21.237166666666667,24985.6,63378.55,140870.73,3392.2,38705.94,2006.04,25942.25
Nepal,2001,15.59025,95278.25,26194.66,1782422.5,96984.0,364762.48,28217.8,225557.91
Netherlands,2001,10.579,415155.82,77316.96,759509.44,11025.72,276253.52,7802.03,175239.42
New Caledonia,2001,23.49875,12001.79,13074.87,14835.5,440.76,6726.13,270.79,1591.15
New Zealand,2001,11.191083333333331,168616.53,68855.4,668644.45,5219.13,168173.7,3809.14,155750.11
Nicaragua,2001,26.41,50183.75,34261.15,494205.96,17362.68,102980.47,4928.56,49023.14
Niger,2001,28.118,17236.2,4913.79,310009.79,20199.07,85381.87,5354.43,82111.49
Nigeria,2001,27.09466666666667,574994.69,94561.8,17604081.26,452008.49,3679126.3,139345.94,841449.69
Niue,2001,25.80708333333333,35.91,45.9,106.51,4.09,26.17,1.93,20.75
North America,2001,3.5283333333333338,25112011.8,20969608.43,109585789.5,876505.02,22165223.35,393730.16,5188540.32
North Korea,2001,7.727083333333334,291901.52,258493.41,5354820.95,51746.49,268548.31,27987.05,113521.46
Norway,2001,0.7025000000000001,213682.46,25502.11,652379.26,7119.94,413207.44,4266.58,36281.66
Oceania,2001,21.676666666666662,1640691.86,1525396.42,4947270.94,57614.44,1302526.87,31720.21,735009.91
Oman,2001,28.08333333333333,81925.38,123877.31,201714.9,2383.76,667048.42,9715.47,6399.67
Pakistan,2001,21.93041666666667,895810.88,978379.59,7383774.83,359901.68,1641518.57,116044.33,1306175.89
Palau,2001,27.75858333333333,12738.66,1232.98,15264.83,43.22,4832.7,38.46,166.25
Panama,2001,26.66583333333333,51404.43,43877.6,386793.33,5342.88,74670.95,2187.9,23149.62
Papua New Guinea,2001,25.054666666666662,31047.93,20461.34,308221.87,11269.01,64592.72,3120.97,25045.96
Paraguay,2001,24.28825,47259.5,17762.05,503476.82,23467.06,113390.49,7651.99,82046.4
Peru,2001,20.22575,168299.28,1230218.61,1110092.49,39011.36,273365.06,14456.29,170248.86
Philippines,2001,27.104250000000004,476681.56,655127.44,2924813.2,97417.81,869411.59,38664.41,407821.25
Poland,2001,8.333833333333333,811673.62,1385774.31,3196503.42,77839.43,697121.5,30300.53,331419.81
Portugal,2001,15.40775,283366.69,277658.74,585442.3,14543.24,235932.2,7290.3,71721.54
Puerto Rico,2001,26.27025,21953.44,50927.36,40824.79,2166.3,26077.36,862.05,9451.96
Qatar,2001,28.305666666666667,57507.62,182973.78,127435.56,864.34,245525.29,2775.46,5050.41
Reunion,2001,24.273416666666662,16362.33,23522.02,50868.98,2213.69,20900.18,1760.77,4531.23
Romania,2001,9.638583333333337,297329.99,512638.95,674174.27,36172.11,250232.88,7725.54,191877.0
Russia,2001,-4.490666666666667,4748071.96,6091505.53,12476236.1,276453.27,4475421.6,161450.56,1170764.81
Rwanda,2001,19.66125,12391.01,3822.63,414414.01,29591.66,88917.9,8390.91,32293.78
Saint Lucia,2001,27.42125,2916.54,620.89,8983.11,442.54,2319.4,87.94,794.92
Samoa,2001,26.953833333333336,1423.44,988.03,5261.61,352.82,1564.58,104.97,1937.66
Saudi Arabia,2001,26.769666666666662,1277227.88,2000824.12,2247009.83,18461.18,2784634.48,48616.04,94893.38
Senegal,2001,28.936333333333334,41180.49,28509.58,370686.98,10582.13,113862.48,4393.25,61732.84
Serbia,2001,10.913166666666667,176288.42,662754.52,431074.22,15782.48,62369.67,5521.45,16256.14
Seychelles,2001,27.46783333333333,3935.45,3237.17,9268.37,294.86,3555.3,453.93,330.33
Sierra Leone,2001,26.82675,12624.72,3136.31,412642.9,15401.41,86818.79,4613.94,21806.24
Singapore,2001,27.189333333333337,163086.37,504721.44,111818.45,13300.63,218920.31,6784.02,6636.84
Slovakia,2001,8.30775,105484.56,122614.38,562265.59,10010.48,163374.12,2701.73,37984.35
Slovenia,2001,10.894666666666666,57930.52,63103.49,180435.55,6867.71,51470.48,2192.42,24459.6
Solomon Islands,2001,27.44833333333333,2110.29,1184.73,7785.48,518.56,2549.54,177.34,1408.18
Somalia,2001,27.477833333333336,21805.79,3829.98,719400.16,25190.94,155274.41,7921.87,106821.12
South Africa,2001,17.867916666666666,1603236.76,2605879.83,6760864.41,142192.56,1691827.07,61057.28,321248.69
South America,2001,22.50433333333333,4871308.44,5808674.71,29229081.5,634563.47,7576806.46,265400.65,4151198.52
South Korea,2001,12.842583333333335,1375611.76,487098.64,1044104.01,37908.23,779844.43,31501.29,262010.01
Spain,2001,14.616083333333334,1331870.01,1329171.89,2049892.57,32793.32,824810.42,22611.76,536802.68
Sri Lanka,2001,27.663083333333333,168958.31,103640.93,1513248.57,97309.39,351647.56,23694.65,118686.01
Sudan,2001,27.72583333333333,125650.46,36443.55,2559312.26,69213.42,684010.67,22194.08,356052.3
Suriname,2001,26.80408333333333,13512.53,14245.63,33170.21,860.71,10304.17,415.72,3273.36
Sweden,2001,3.1396666666666664,207153.97,41013.58,607970.12,18224.04,202403.76,7266.71,71027.31
Switzerland,2001,7.97975,118827.62,17307.83,353049.42,7916.28,137942.07,4472.63,55664.44
Syria,2001,19.39625,197121.1,269903.76,307006.54,10328.25,512112.97,14994.31,70864.81
Taiwan,2001,22.796166666666664,708908.55,220438.03,1816150.73,49605.63,865440.14,38627.91,113889.83
Tajikistan,2001,5.718166666666666,30625.77,11216.55,396001.97,26417.52,137271.5,2772.23,16232.63
Tanzania,2001,22.7475,73257.62,21247.59,3038684.01,152249.71,612356.63,41943.52,248785.71
Thailand,2001,26.67983333333333,827983.01,833100.02,8319920.84,133423.33,2260534.81,64258.64,559446.75
Togo,2001,27.4105,10551.42,2882.98,470125.82,11609.11,129630.76,3424.03,32597.41
Tonga,2001,23.99508333333333,1259.37,614.82,2422.38,265.85,930.56,70.79,954.67
Tunisia,2001,21.70125,88746.77,69304.79,413255.09,14357.08,149129.04,8911.45,48781.65
Turkey,2001,13.28325,930494.74,2191339.53,2480320.81,89353.42,905698.8,45033.92,569624.85
Turkmenistan,2001,16.573833333333333,249467.81,91564.82,307465.85,10319.67,114462.89,5073.12,12465.03
Uganda,2001,23.405833333333334,51745.87,11533.44,2615493.97,91681.52,508383.89,25645.77,173816.99
Ukraine,2001,8.938666666666666,866227.5,1112048.18,2980763.13,62695.92,907969.26,21181.17,397209.67
United Arab Emirates,2001,29.00958333333333,350389.29,576855.72,755823.18,5394.43,809066.82,15914.9,11017.48
United Kingdom,2001,9.140083333333337,1794065.4,1127988.74,4385056.93,28159.46,1537971.31,26436.95,416435.9
United States,2001,9.785583333333332,19212334.29,14357674.13,81898981.19,431185.71,15527200.69,230881.98,3344609.74
Uruguay,2001,18.57425,38909.37,23827.31,216705.28,6252.87,44695.24,2953.2,84324.21
Uzbekistan,2001,13.998,345210.25,787060.54,1029529.42,50063.51,157076.81,9990.59,49883.85
Venezuela,2001,25.77133333333333,570493.36,657311.29,5636334.9,20932.36,1730041.94,12426.01,223178.24
Vietnam,2001,24.184916666666663,408094.95,337792.63,7070093.44,158740.18,1576181.7,47101.54,637375.19
Western Sahara,2001,23.704916666666666,414.12,68.47,1476.09,1352.14,1524.99,351.91,1766.13
Yemen,2001,27.068916666666667,119425.49,81578.83,468020.43,6453.59,495680.71,10181.57,61628.05
Zambia,2001,21.80241666666667,30314.93,564161.2,1389782.38,49214.23,302590.72,13861.65,80960.22
Zimbabwe,2001,21.69366666666667,89164.04,86230.64,1319777.55,87457.0,240282.4,26010.18,110582.12
Afghanistan,2002,15.537666666666668,93365.72,3017.81,281966.32,33343.14,87318.76,9254.48,122072.7
Africa,2002,24.96133333333333,5036287.07,5049658.7,70790150.68,2533092.35,17961738.54,860681.41,5562844.5
Albania,2002,13.559916666666666,29255.9,33027.13,102158.13,4970.4,32201.47,1456.38,37132.98
Algeria,2002,24.263,271977.39,108062.85,804976.24,95204.37,704868.58,52206.27,83399.16
American Samoa,2002,27.537916666666664,546.3,768.56,1837.6,35.5,458.84,16.24,185.43
Angola,2002,22.9255,54267.74,21912.05,1415187.01,49788.5,555563.23,17106.05,100663.68
Argentina,2002,15.183750000000002,720222.73,120129.01,2229039.7,51772.8,589124.62,33184.39,457135.45
Armenia,2002,9.605,8781.11,24580.05,42120.42,3097.71,27912.04,430.99,14961.21
Aruba,2002,28.84925,2426.76,310365.24,18280.87,142.88,3820.91,99.02,246.73
Asia,2002,8.645333333333333,42608351.3,49393847.43,335505233.4,7164430.75,64891203.46,3458126.62,28063580.74
Australia,2002,22.46083333333333,1371075.59,1353796.65,4039526.08,38135.07,1017765.71,23808.79,538409.9
Austria,2002,7.91525,223605.61,31470.35,684437.78,18322.83,156624.88,6578.73,67624.79
Azerbaijan,2002,12.432250000000002,77168.46,94038.11,141373.97,32061.25,103678.31,4603.99,55284.29
Bahamas,2002,26.11625,15783.5,2631.66,65177.57,236.84,12618.18,94.94,1391.59
Bahrain,2002,27.266416666666668,44169.8,23453.78,215873.19,364.99,70093.38,750.86,1847.21
Bangladesh,2002,25.380333333333336,373786.53,82621.45,2411597.73,107817.88,693216.69,35292.38,834039.29
Barbados,2002,27.26608333333333,10604.77,1689.09,32243.19,276.63,7505.36,83.28,1653.93
Belarus,2002,7.701916666666666,178895.79,138087.77,493198.72,21254.91,239317.32,6799.88,146298.47
Belgium,2002,11.03575,333250.01,162214.87,859548.03,8820.94,193024.64,7983.65,99392.03
Belize,2002,25.787333333333333,6146.53,641.97,30940.6,459.85,6767.66,92.02,1986.79
Benin,2002,27.8195,21335.17,3513.63,480373.51,18450.37,115758.04,5287.35,41428.18
Bhutan,2002,12.180333333333332,13318.78,3574.23,244419.27,1273.31,42941.55,359.4,40204.86
Bolivia,2002,21.60575,56841.62,10648.92,352513.83,8592.5,97110.83,3304.34,89636.93
Botswana,2002,22.98566666666667,30756.64,67311.52,239350.69,8768.89,50743.65,3072.44,20902.45
Brazil,2002,25.80033333333333,2502263.06,1495735.96,12901111.03,391832.19,3358044.97,151535.75,2427868.11
British Virgin Islands,2002,27.297833333333333,430.91,180.76,898.65,32.75,269.55,9.35,76.91
Bulgaria,2002,11.680333333333335,169293.42,752854.84,345812.54,12874.14,98470.85,4056.88,66823.55
Burkina Faso,2002,28.978166666666667,20689.95,6992.75,467137.42,47294.79,122448.31,12940.78,87333.77
Burundi,2002,20.74983333333333,13251.59,2371.64,630401.98,26838.94,123665.39,7271.35,34641.7
Cambodia,2002,27.55541666666667,86544.42,19983.29,1290031.9,39395.0,288983.65,10043.08,115765.51
Cameroon,2002,24.95025,46660.17,16720.09,1226258.62,78190.96,280586.49,23138.79,110184.64
Canada,2002,-4.362833333333334,2839924.33,2303766.71,9810378.72,92529.52,2640571.88,32873.86,493902.54
Cape Verde,2002,25.10466666666667,1353.28,1137.76,7252.8,1502.53,2711.7,537.44,2689.74
Cayman Islands,2002,27.72275,2372.84,783.27,6885.0,42.37,1433.96,22.54,102.93
Central African Republic,2002,25.81941666666667,7063.59,1752.39,159487.88,14835.74,37450.99,4020.41,36800.9
Chad,2002,27.77283333333333,13550.76,2391.18,456549.83,29804.28,106378.55,9224.61,69557.96
Chile,2002,9.742416666666664,259166.28,1639802.16,2230640.19,49209.1,405063.18,19363.29,160330.92
China,2002,7.795666666666666,17360847.67,23919505.19,192567288.7,2349071.06,23698751.28,1520718.92,11060814.57
Colombia,2002,25.570750000000004,332612.52,136232.52,3013130.15,49673.02,760275.06,18473.04,413947.0
Comoros,2002,26.657750000000004,1256.99,551.92,20202.27,2325.71,5755.47,710.47,2053.36
Congo,2002,25.047666666666668,6962.57,1665.16,175626.93,4789.01,108684.13,2811.1,12122.67
Costa Rica,2002,26.30675,41458.33,16093.0,407437.91,7165.62,97900.1,2857.84,37190.19
Croatia,2002,12.898916666666668,87483.28,62042.08,414931.07,17594.7,104702.02,3846.61,41785.12
Cuba,2002,26.313,173781.3,378127.77,753804.03,24179.57,200803.12,7979.86,80584.02
Cyprus,2002,19.729166666666668,22575.62,44888.41,26992.06,667.23,18392.26,1115.62,8993.33
Denmark,2002,-16.291083333333336,216486.44,28677.49,421910.72,8638.11,154111.47,4575.95,115283.68
Djibouti,2002,29.531583333333334,10813.36,2078.77,63761.99,3002.32,17560.27,987.85,4251.23
Dominica,2002,26.935666666666663,1128.03,172.08,6984.77,65.55,5621.12,15.54,408.86
Dominican Republic,2002,26.58125,198549.32,138687.8,836041.11,13009.76,199038.83,4881.69,85899.15
Ecuador,2002,22.763666666666666,162412.35,110191.58,997560.54,14739.26,280277.61,7763.55,130466.38
Egypt,2002,23.71625,569940.63,449048.22,1518127.76,64987.2,644537.59,40780.38,384220.73
El Salvador,2002,25.71041666666667,60029.96,42426.17,471877.36,9723.49,101151.86,3141.02,39747.83
Equatorial Guinea,2002,25.5265,11883.27,4081.05,81644.33,4452.9,142376.56,11303.97,2194.7
Eritrea,2002,27.639416666666666,12006.78,4695.6,162984.97,6290.78,43064.15,1997.06,24705.16
Estonia,2002,6.2115833333333335,46835.47,86894.14,189579.32,7847.45,35094.95,2628.56,11463.79
Ethiopia,2002,23.82325,135575.18,29175.39,7978124.32,235982.93,1852800.02,66825.22,595392.45
Europe,2002,9.22,18854744.02,17237332.79,50379926.17,1052604.57,16727227.15,514057.7,6655644.74
Fiji,2002,25.71333333333333,19367.56,5540.56,17750.72,1507.21,9226.07,468.55,7848.79
Finland,2002,2.230166666666667,248207.58,91899.01,552670.96,19530.51,153285.85,6744.59,51804.07
France,2002,14.048166666666669,1655139.56,527497.5,5638925.52,87183.26,1536581.24,45998.24,763013.28
French Guiana,2002,26.49175,5247.77,891.42,17024.4,494.62,3821.88,134.37,706.8
French Polynesia,2002,26.981916666666667,7212.42,4892.24,5737.38,478.12,3146.22,208.02,946.81
Gabon,2002,24.833916666666667,19072.38,7243.74,231819.23,16414.52,106049.14,7236.4,11132.06
Gambia,2002,28.547916666666666,2868.79,1579.14,51577.25,5037.98,13464.82,1474.34,5895.31
Georgia,2002,9.206,19600.02,3177.73,223213.45,13090.06,72284.56,1706.54,35765.47
Germany,2002,9.637333333333334,1738792.46,547333.43,4309797.47,79968.59,1456687.8,47625.83,685851.53
Ghana,2002,27.40108333333333,70262.47,49510.2,1299082.86,33571.49,299386.57,11007.15,83100.67
Greece,2002,15.622333333333332,416892.09,578271.41,779076.59,10794.2,269504.1,7470.57,70811.98
Greenland,2002,-16.820416666666667,11.0,2.32,3.18,0.0,267.36,0.0,68.36
Grenada,2002,27.531166666666667,1863.71,350.95,11562.56,175.41,2180.61,37.19,394.86
Guadeloupe,2002,27.232916666666668,12514.74,3158.94,26331.29,578.71,6789.07,163.79,2064.9
Guam,2002,27.4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
